type,id,lat,lon,timestamp,version,changeset,user,uid,tags/brand,tags/brand:en,tags/brand:ja,tags/brand:wikidata,tags/brand:wikipedia,tags/name,tags/name:en,tags/name:ja,tags/shop,tags/level,tags/name:ko,tags/opening_hours,tags/source,tags/website,tags/wheelchair,tags/name:ja_rm,tags/official_name:en,tags/wheelchair:description,tags/branch,tags/branch:en,tags/name:zh,tags/phone,tags/wikidata,tags/wikipedia,tags/atm,tags/check_date,tags/name:es,tags/name:pt,tags/name:vi,tags/short_name,tags/short_name:en,tags/short_name:ja,tags/male,tags/operator,tags/payment:cash,tags/payment:contactless,tags/payment:credit_cards,tags/name:ja-Latn,tags/toilets:wheelchair,tags/addr:city,tags/addr:housenumber,tags/addr:neighbourhood,tags/addr:block_number,tags/addr:country,tags/addr:housename,tags/addr:postcode,tags/addr:province,tags/addr:suburb,tags/shop:anime,tags/shop:game,tags/shop:tcg,tags/amenity,tags/name:fr,tags/air_conditioning,tags/currency:JPY,tags/payment:mastercard,tags/payment:visa,tags/clothes,tags/sport,tags/official_name,tags/location,tags/second_hand,tags/cuisine,tags/payment:mastercard_contactless,tags/twitter,tags/addr:room,tags/shop:books,tags/shop:comic_goods,tags/shop:doujinshi,tags/shop:figurines,tags/shop:games,tags/shop:manga,tags/shop:music,tags/shop:videos,tags/toilets,tags/anime:gift,tags/anime:manga,tags/addr:place,tags/contact:phone,tags/contact:website,tags/level:ref,tags/official_name:fr,tags/official_name:ja-Latn,tags/alt_name,tags/addr:street,tags/drink:juice,tags/payment:coins,tags/payment:icoca,tags/payment:notes,tags/takeaway,tags/wikimedia_commons,tags/branch:ja,tags/name:ja-Hira,tags/payment:visa_debit,tags/female,tags/self_checkout,tags/mobile,tags/addr:full,tags/addr:full:en,tags/contact:instagram,tags/contact:line,tags/note,tags/start_date,nodes/0,nodes/1,nodes/2,nodes/3,nodes/4,tags/building,nodes/5,nodes/6,nodes/7,nodes/8,nodes/9,nodes/10,nodes/11,nodes/12,nodes/13,nodes/14,nodes/15,nodes/16,nodes/17,nodes/18,nodes/19,nodes/20,nodes/21,nodes/22,nodes/23,nodes/24,nodes/25,nodes/26,nodes/27,nodes/28,nodes/29,nodes/30,tags/building:levels,tags/building:part,nodes/31,tags/layer,nodes/32,nodes/33,nodes/34,nodes/35,nodes/36,nodes/37,nodes/38,nodes/39,nodes/40,nodes/41,nodes/42,nodes/43,nodes/44,nodes/45,nodes/46,nodes/47,nodes/48,nodes/49,tags/addr:quarter
node,6092459885,34.7039832,135.4952092,2018-12-28T09:27:10Z,2,65835711,Rakkka,4954428,,,,,,アリーナショップ大阪,Arena Shop Osaka,,sports,5,,,,,yes,,,,,,,,,,,,,,,,,,,Descente,,,,,,,,,,,,,,,,,,,,,,,,,swimming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6253707957,34.698587,135.4992846,2019-02-02T14:01:00Z,1,66856242,Munkson,212445,,,,,,王宮,,,massage,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6297058501,34.6986945,135.4950875,2025-05-19T01:42:33Z,3,166453311,CR86,1879503,LAWSON,LAWSON,ローソン,Q1557223,ja:ローソン,ローソン,Lawson,ローソン,convenience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6336018229,34.701693,135.4979729,2024-06-24T08:33:48Z,4,153099784,b-jazz-bot,9451067,,,,,,梅田ジュースコーナー,,,beverages,-2,,Mo-Su 07:00-22:00,,https://ai-sakai.com/umedajuice/,,,,,,,,+81 6 6342 7890,,,,,,,,,,,,サカイ,,,,,,大阪市,6,梅田三丁目,,,,,大阪府,北区,,,,,,,yes,,,,,,underground,,,,,,,,,,,,,,,,,,,,,,,,大阪駅前地下街,served,yes,yes,yes,only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6337315185,34.7037208,135.4952872,2019-12-03T11:01:12Z,2,77870654,Rakkka,4954428,,,,,,アイスモンスター,Ice Monster,,confectionery,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6417441521,34.6987702,135.498084,2019-04-20T08:38:02Z,1,69397618,Munkson,212445,,,,,,cut-A,,,hairdresser,-1,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6417441522,34.6989409,135.4978248,2019-04-20T08:38:02Z,1,69397618,Munkson,212445,,,,,,武道具 明倫産業,,,sports,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,martial_arts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6512375485,34.6997424,135.4952708,2019-05-31T02:30:29Z,1,70790674,Brian773,10044482,,,,,,,Nikon Service Center,,photo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6751632485,34.7032891,135.4945571,2019-12-03T11:01:12Z,2,77870654,Rakkka,4954428,,,,,,ザ シティ ベーカリー,The City Bakery,,bakery,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7028385412,34.7032818,135.496037,2024-03-17T03:34:34Z,2,148756786,Lactone,5578057,ビームス,Beams,ビームス,Q4876226,,ビームス,Beams,ビームス,clothes,2,,,,,,,,,梅田,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7514508621,34.7029785,135.4986468,2022-01-26T09:14:02Z,2,116614453,Rakkka,4954428,,,,,,コスメキッチンリュクス,Cosme Kitchen,,cosmetics,1,,,,https://cosmekitchen.jp,,,,,阪急うめだ本店,,,+81 6 6313 7930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7516366439,34.7030281,135.4982954,2022-01-26T09:14:02Z,2,116614453,Rakkka,4954428,,,,,,ルピシア,,,tea,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7559250286,34.7032277,135.4963106,2022-11-12T09:17:37Z,2,128804955,FlyingWitchDog,14052707,ロフト,Loft,ロフト,Q5358428,,ロフト,Loft,ロフト,variety_store,8,,,,,,,,,ルクア大阪,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8836160774,34.7025111,135.4958425,2023-07-26T22:13:13Z,3,139059951,unnerving_duck,19392124,7-ELEVEN,7-ELEVEN,セブン-イレブン,Q259340,en:7-Eleven,セブン-イレブン,7-Eleven,セブン-イレブン,convenience,0,,,,,,,Seven-Eleven,,キヨスクJR大阪駅１１番のりば西店,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8878597295,34.7026985,135.5004861,2025-05-19T01:42:33Z,7,166453311,CR86,1879503,FamilyMart,FamilyMart,ファミリーマート,Q11247682,en:FamilyMart,ファミリーマート,FamilyMart,ファミリーマート,convenience,0,,24/7,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8878597308,34.7018121,135.4954751,2021-06-30T02:42:17Z,1,107176346,Rakkka,4954428,エキマルシェ大阪店,,,,,デ トゥット パンデュース,de tout Painduce,,bakery,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,de tout Painduce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8882820915,34.7021833,135.5012475,2023-12-05T12:50:20Z,2,144790966,okadatsuneo,10163840,,,,,,南里文具店,,,stationery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8882848621,34.7025408,135.5013002,2025-05-19T01:42:33Z,4,166453311,CR86,1879503,7-ELEVEN,7-ELEVEN,セブン-イレブン,Q259340,en:7-Eleven,セブン-イレブン,7-Eleven,セブン-イレブン,convenience,,,,,,,,Seven-Eleven,,ハートインヴィアイン梅田店,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8928684222,34.6995893,135.4975887,2024-09-09T11:17:36Z,3,156389592,Rakkka,4954428,無印良品,MUJI,無印良品,Q708789,,無印良品,MUJI,無印良品,variety_store,-2,,,,,,,Ryohin Keikaku,,com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8928684223,34.6995132,135.4980996,2024-09-09T11:17:36Z,2,156389592,Rakkka,4954428,,,,,,ケユカ,KEYUCA,,furniture,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8987123751,34.7036324,135.4970985,2021-08-07T06:02:38Z,1,109294187,Rakkka,4954428,,,,,,ブックスタジオ,,,books,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9289756553,34.7039598,135.4963455,2021-11-28T10:15:37Z,1,114318560,Rakkka,4954428,,,,,,THE SHOP TK MIXPICE,,,clothes,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,men,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9320739974,34.7036682,135.4946792,2024-09-04T01:14:08Z,2,156164109,Rakkka,4954428,,,,,,うめきたセラー,,,mall,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9355260797,34.7011969,135.4977001,2021-12-21T10:04:07Z,1,115201240,Rakkka,4954428,,,,,,生活の木,,,houseware,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9355260798,34.7010077,135.4979932,2021-12-21T10:04:07Z,1,115201240,Rakkka,4954428,,,,,,アフタヌーンティーリビング,,,furniture,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9355260801,34.7006342,135.4989809,2022-11-12T09:17:37Z,2,128804955,FlyingWitchDog,14052707,無印良品,MUJI,無印良品,Q708789,,無印良品,MUJI,無印良品,variety_store,6,,,,,,,Ryohin Keikaku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9449454223,34.7013313,135.4977818,2022-01-26T09:14:02Z,1,116614453,Rakkka,4954428,,,,,,Biople by CosmeKitchen,Biople by CosmeKitchen,,houseware,3,,,,https://store.biople.jp/,,,,,阪神梅田本店,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9449454224,34.7033104,135.4962999,2022-01-26T09:14:02Z,1,116614453,Rakkka,4954428,,,,,,Biople by CosmeKitchen,Biople by CosmeKitchen,,houseware,-1,,,,https://store.biople.jp/,,,,,ルクア大阪店,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9598562180,34.7021957,135.4954992,2025-05-19T01:42:33Z,3,166453311,CR86,1879503,7-ELEVEN,7-ELEVEN,セブン-イレブン,Q259340,,セブン-イレブン,7-Eleven,セブン-イレブン,convenience,0,,,,,,,Seven-Eleven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9598562181,34.7019311,135.4952967,2024-09-05T13:13:50Z,2,156230950,Rakkka,4954428,,,,,,ビオラル,BIO-RAL,ビオラル,supermarket,0,,,,http://www.lifecorp.jp/store/bio-ral/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9598562182,34.7017691,135.4950808,2022-03-23T02:34:48Z,1,118800095,Rakkka,4954428,,,,,,エキドンキ,,,variety_store,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9840655056,34.7027128,135.4984322,2023-10-30T06:25:51Z,3,143345835,b-jazz-bot,9451067,,,,,,阪急うめだ本店,Hankyu Umeda Main Store,阪急うめだ本店,department_store,-2;-1;0;1;2;3;4;5;6;7;8;9;10;11;12,한큐 백화점 우메다 본점,"Mo-Th,Su 10:00-20:00; Fr-Sa 10:00-21:00",,https://www.hankyu-dept.co.jp/honten,yes,,,,,,,,Q11656794,ja:阪急百貨店うめだ本店,,,tienda de hankyu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Hankyu Department Stores Umeda main store,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10297713928,34.6997447,135.4990987,2023-07-23T08:33:02Z,2,138883364,okadatsuneo,10163840,クロサワ楽器店,Kurosawa Gakki,クロサワ楽器店,,,クロサワバイオリン,Kurosawa Violin,クロサワバイオリン,musical_instrument,1,,"Mo-Sa 11:00-20:00;Su,Ph 11:00-19:00",,https://www.kurosawaviolin.com/,,,,,大阪,Osaka,,045-317-3721,,,,,,,,,,,,,,,,,,大阪市,4,梅田一丁目,11,,大阪駅前第4ビル,530-0001,大阪府,北区,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大阪,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10599107209,34.6998969,135.4988593,2023-02-01T14:20:41Z,1,131965745,未設定,17743588,,,,,,PCコンフル 梅田店,,,computer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10747504105,34.6991266,135.4934614,2023-03-20T03:02:35Z,1,133880326,Adr1en,3366289,,,,,,,,,bicycle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10959644157,34.6996454,135.5005218,2025-01-20T08:52:37Z,2,161553286,K_Sakanoshita,389520,,,,,,とり藤,,,confectionery,,,,"Bing,2011-4",,,,,,,,,,,,,2025-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11046323488,34.6988638,135.4997177,2023-07-14T12:26:41Z,1,138505810,Rakkka,4954428,,,,,,占い館 アナスタシア,,,psychic,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11046323489,34.6988373,135.4994488,2023-07-14T12:26:41Z,1,138505810,Rakkka,4954428,,,,,,ほしよみ堂,,,psychic,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11046323490,34.6988715,135.4965292,2023-07-14T12:26:41Z,1,138505810,Rakkka,4954428,,,,,,ジャンヌダルク,,,psychic,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11201798961,34.6994065,135.500576,2025-05-19T01:42:33Z,2,166453311,CR86,1879503,Daily YAMAZAKI,Daily YAMAZAKI,デイリーヤマザキ,Q5209392,,デイリーヤマザキ,Daily Yamazaki,デイリーヤマザキ,convenience,,,,,,,,,,,,,,,,,2023-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11366112287,34.7027339,135.4956691,2025-05-19T01:42:33Z,2,166453311,CR86,1879503,7-ELEVEN,7-ELEVEN,セブン-イレブン,Q259340,,セブン-イレブン,7-Eleven,セブン-イレブン,convenience,2,,Mo-Su 06:30-23:00,,,yes,,Seven-Eleven,,ハートイン　JR大阪駅連絡口店,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11396024382,34.7021963,135.5013712,2023-12-05T12:50:20Z,1,144790966,okadatsuneo,10163840,,,,,,レイク,,,money_lender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11396097421,34.7011312,135.5004613,2023-12-05T13:58:40Z,1,144792990,okadatsuneo,10163840,,,,,,ploom station,,,tobacco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11396097423,34.7014703,135.5004157,2025-05-19T01:42:33Z,2,166453311,CR86,1879503,LAWSON,LAWSON,ローソン,Q1557223,,ローソン,Lawson,ローソン,convenience,,,,,,,,,,,,,,,,,,,,,,,,,ローソン,,,,Rōson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ろーそん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11472452557,34.7031232,135.4970529,2025-05-19T01:42:33Z,2,166453311,CR86,1879503,7-ELEVEN,7-ELEVEN,セブン-イレブン,Q259340,,セブン-イレブン,7-Eleven,セブン-イレブン,convenience,,,,,,,,Seven-Eleven,,キヨスクJR大阪駅御堂筋口内南店,,,+81 6 4797 3105,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11500444169,34.7000407,135.5015333,2025-05-19T01:42:33Z,2,166453311,CR86,1879503,LAWSON,LAWSON,ローソン,Q1557223,,ローソン,Lawson,ローソン,convenience,4,,24/7,,http://e-map.ne.jp,,,,,アパリゾート大阪梅田駅タワー店,,,+81 6-6314-0115,,,,,,,,,,,,,,,,,,,,,,,,530-0057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11576327501,34.6990986,135.4963386,2024-02-01T11:49:32Z,1,146942727,Munkson,212445,,,,,,Galette,,,hairdresser,-1,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11736587558,34.7026132,135.494518,2024-09-05T13:13:50Z,3,156230950,Rakkka,4954428,,,,,,BASIC AND ACCENT,,,houseware,6,,,,,,,,,ルクア イーレ店,,,+81 6 6151 2167,,,,,,,,,,,,,yes,,,,,大阪市,3,梅田三丁目,1,,,530-8558,大阪府,北区,,,,,,yes,yes,yes,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11736587560,34.7030016,135.4948454,2024-09-05T13:13:50Z,3,156230950,Rakkka,4954428,,,,,,UNITED TOKYO,,,clothes,6,,,,https://united-tokyo.com,,,,,大阪店,,,+81 6 6151 1440,,,,,,,,,,,,,yes,,,,,大阪市,3,梅田三丁目,1,,,530-0001,大阪府,北区,,,,,,yes,yes,yes,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11739057256,34.7001375,135.4981211,2024-03-17T15:13:20Z,1,148776674,Lactone,5578057,,,,,,オリヒカ,,,clothes,-2,,,,,,,,,ディアモール大阪,,,+81 6 6348 4878,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,yes,yes,,yes,suits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
